County Code,County Title,MSA Code,MSA Title,CSA Code,CSA Title
01001,"Autauga County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA"
01003,"Baldwin County, Alabama",C1930,"Daphne-Fairhope-Foley, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA"
01005,"Barbour County, Alabama",C2164,"Eufaula, AL-GA MicroSA",,
01007,"Bibb County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01009,"Blount County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01015,"Calhoun County, Alabama",C1150,"Anniston-Oxford, AL MSA",,
01017,"Chambers County, Alabama",C2930,"LaGrange, GA-AL MicroSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CSA"
01021,"Chilton County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01031,"Coffee County, Alabama",C2146,"Enterprise, AL MicroSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01033,"Colbert County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA"
01037,"Coosa County, Alabama",C4518,"Talladega-Sylacauga, AL MicroSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01043,"Cullman County, Alabama",C1898,"Cullman, AL MicroSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01045,"Dale County, Alabama",C3712,"Ozark, AL MicroSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01047,"Dallas County, Alabama",C4282,"Selma, AL MicroSA",CS388,"Montgomery-Selma, AL CSA"
01049,"DeKalb County, Alabama",C2284,"Fort Payne, AL MicroSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01051,"Elmore County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA"
01055,"Etowah County, Alabama",C2346,"Gadsden, AL MSA",,
01059,"Franklin County, Alabama",C4077,"Russellville, AL MicroSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA"
01061,"Geneva County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01063,"Greene County, Alabama",C4622,"Tuscaloosa, AL MSA",,
01065,"Hale County, Alabama",C4622,"Tuscaloosa, AL MSA",,
01067,"Henry County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01069,"Houston County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
01071,"Jackson County, Alabama",C4246,"Scottsboro, AL MicroSA",CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL CSA"
01073,"Jefferson County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01077,"Lauderdale County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA"
01079,"Lawrence County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01081,"Lee County, Alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01083,"Limestone County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01085,"Lowndes County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA"
01087,"Macon County, Alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01089,"Madison County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01095,"Marshall County, Alabama",C1070,"Albertville, AL MicroSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01097,"Mobile County, Alabama",C3366,"Mobile, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA"
01101,"Montgomery County, Alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA"
01103,"Morgan County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA"
01107,"Pickens County, Alabama",C4622,"Tuscaloosa, AL MSA",,
01109,"Pike County, Alabama",C4598,"Troy, AL MicroSA",,
01113,"Russell County, Alabama",C1798,"Columbus, GA-AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01115,"St. Clair County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01117,"Shelby County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01121,"Talladega County, Alabama",C4518,"Talladega-Sylacauga, AL MicroSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
01123,"Tallapoosa County, Alabama",C1076,"Alexander City, AL MicroSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
01125,"Tuscaloosa County, Alabama",C4622,"Tuscaloosa, AL MSA",,
01127,"Walker County, Alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA"
02020,"Anchorage Municipality, Alaska",C1126,"Anchorage, AK MSA",,
02090,"Fairbanks North Star Borough, Alaska",C2182,"Fairbanks-College, AK MSA",,
02110,"Juneau City and Borough, Alaska",C2794,"Juneau, AK MicroSA",,
02130,"Ketchikan Gateway Borough, Alaska",C2854,"Ketchikan, AK MicroSA",,
02170,"Matanuska-Susitna Borough, Alaska",C1126,"Anchorage, AK MSA",,
04003,"Cochise County, Arizona",C4342,"Sierra Vista-Douglas, AZ MSA",,
04005,"Coconino County, Arizona",C2238,"Flagstaff, AZ MSA",,
04007,"Gila County, Arizona",C3774,"Payson, AZ MicroSA",CS429,"Phoenix-Mesa, AZ CSA"
04009,"Graham County, Arizona",C4094,"Safford, AZ MicroSA",,
04013,"Maricopa County, Arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA"
04015,"Mohave County, Arizona",C2942,"Lake Havasu City-Kingman, AZ MSA",,
04017,"Navajo County, Arizona",C4332,"Show Low, AZ MicroSA",,
04019,"Pima County, Arizona",C4606,"Tucson, AZ MSA",CS536,"Tucson-Nogales, AZ CSA"
04021,"Pinal County, Arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA"
04023,"Santa Cruz County, Arizona",C3570,"Nogales, AZ MicroSA",CS536,"Tucson-Nogales, AZ CSA"
04025,"Yavapai County, Arizona",C3915,"Prescott Valley-Prescott, AZ MSA",,
04027,"Yuma County, Arizona",C4974,"Yuma, AZ MSA",,
05005,"Baxter County, Arkansas",C3426,"Mountain Home, AR MicroSA",,
05007,"Benton County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,
05009,"Boone County, Arkansas",C2546,"Harrison, AR MicroSA",,
05013,"Calhoun County, Arkansas",C1578,"Camden, AR MicroSA",,
05019,"Clark County, Arkansas",C1166,"Arkadelphia, AR MicroSA",,
05025,"Cleveland County, Arkansas",C3822,"Pine Bluff, AR MicroSA",CS340,"Little Rock-North Little Rock, AR CSA"
05027,"Columbia County, Arkansas",C3162,"Magnolia, AR MicroSA",,
05031,"Craighead County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA"
05033,"Crawford County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,
05035,"Crittenden County, Arkansas",C3282,"Memphis, TN-MS-AR MSA",CS368,"Memphis-Clarksdale-Forrest City, TN-MS-AR CSA"
05045,"Faulkner County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05051,"Garland County, Arkansas",C2630,"Hot Springs, AR MSA",CS284,"Hot Springs-Malvern, AR CSA"
05053,"Grant County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05055,"Greene County, Arkansas",C3750,"Paragould, AR MicroSA",CS308,"Jonesboro-Paragould, AR CSA"
05059,"Hot Spring County, Arkansas",C3168,"Malvern, AR MicroSA",CS284,"Hot Springs-Malvern, AR CSA"
05063,"Independence County, Arkansas",C1290,"Batesville, AR MicroSA",,
05069,"Jefferson County, Arkansas",C3822,"Pine Bluff, AR MicroSA",CS340,"Little Rock-North Little Rock, AR CSA"
05081,"Little River County, Arkansas",C4550,"Texarkana, TX-AR MSA",,
05085,"Lonoke County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05087,"Madison County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,
05091,"Miller County, Arkansas",C4550,"Texarkana, TX-AR MSA",,
05093,"Mississippi County, Arkansas",C1418,"Blytheville, AR MicroSA",,
05101,"Newton County, Arkansas",C2546,"Harrison, AR MicroSA",,
05103,"Ouachita County, Arkansas",C1578,"Camden, AR MicroSA",,
05105,"Perry County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05111,"Poinsett County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA"
05115,"Pope County, Arkansas",C4078,"Russellville, AR MicroSA",,
05119,"Pulaski County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05123,"St. Francis County, Arkansas",C2262,"Forrest City, AR MicroSA",CS368,"Memphis-Clarksdale-Forrest City, TN-MS-AR CSA"
05125,"Saline County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
05131,"Sebastian County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,
05139,"Union County, Arkansas",C2098,"El Dorado, AR MicroSA",,
05143,"Washington County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,
05145,"White County, Arkansas",C4262,"Searcy, AR MicroSA",CS340,"Little Rock-North Little Rock, AR CSA"
05149,"Yell County, Arkansas",C4078,"Russellville, AR MicroSA",,
06001,"Alameda County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06003,"Alpine County, California",C2382,"Gardnerville Ranchos, NV-CA MicroSA",CS456,"Reno-Carson City-Gardnerville Ranchos, NV-CA CSA"
06007,"Butte County, California",C1702,"Chico, CA MSA",,
06013,"Contra Costa County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06015,"Del Norte County, California",C1886,"Crescent City, CA MicroSA",CS152,"Brookings-Crescent City, OR-CA CSA"
06017,"El Dorado County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
06019,"Fresno County, California",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA"
06023,"Humboldt County, California",C2170,"Eureka-Arcata, CA MicroSA",,
06025,"Imperial County, California",C2094,"El Centro, CA MSA",,
06027,"Inyo County, California",C1386,"Bishop, CA MicroSA",,
06029,"Kern County, California",C1254,"Bakersfield-Delano, CA MSA",,
06031,"Kings County, California",C2526,"Hanford-Corcoran, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA"
06033,"Lake County, California",C1734,"Clearlake, CA MicroSA",,
06035,"Lassen County, California",C4500,"Susanville, CA MicroSA",,
06037,"Los Angeles County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
06039,"Madera County, California",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA"
06041,"Marin County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06045,"Mendocino County, California",C4638,"Ukiah, CA MicroSA",,
06047,"Merced County, California",C3290,"Merced, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06053,"Monterey County, California",C4150,"Salinas, CA MSA",,
06055,"Napa County, California",C3490,"Napa, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06057,"Nevada County, California",C4602,"Truckee-Grass Valley, CA MicroSA",CS472,"Sacramento-Roseville, CA CSA"
06059,"Orange County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
06061,"Placer County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
06065,"Riverside County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
06067,"Sacramento County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
06069,"San Benito County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06071,"San Bernardino County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
06073,"San Diego County, California",C4174,"San Diego-Chula Vista-Carlsbad, CA MSA",,
06075,"San Francisco County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06077,"San Joaquin County, California",C4470,"Stockton-Lodi, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06079,"San Luis Obispo County, California",C4202,"San Luis Obispo-Paso Robles, CA MSA",,
06081,"San Mateo County, California",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06083,"Santa Barbara County, California",C4220,"Santa Maria-Santa Barbara, CA MSA",,
06085,"Santa Clara County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06087,"Santa Cruz County, California",C4210,"Santa Cruz-Watsonville, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06089,"Shasta County, California",C3982,"Redding, CA MSA",CS454,"Redding-Red Bluff, CA CSA"
06095,"Solano County, California",C4670,"Vallejo, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06097,"Sonoma County, California",C4222,"Santa Rosa-Petaluma, CA MSA",,
06099,"Stanislaus County, California",C3370,"Modesto, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
06101,"Sutter County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
06103,"Tehama County, California",C3978,"Red Bluff, CA MicroSA",CS454,"Redding-Red Bluff, CA CSA"
06107,"Tulare County, California",C4730,"Visalia, CA MSA",,
06109,"Tuolumne County, California",C4376,"Sonora, CA MicroSA",,
06111,"Ventura County, California",C3710,"Oxnard-Thousand Oaks-Ventura, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
06113,"Yolo County, California",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
06115,"Yuba County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
08001,"Adams County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08003,"Alamosa County, Colorado",C1048,"Alamosa, CO MicroSA",,
08005,"Arapahoe County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08013,"Boulder County, Colorado",C1450,"Boulder, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08014,"Broomfield County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08019,"Clear Creek County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08021,"Conejos County, Colorado",C1048,"Alamosa, CO MicroSA",,
08023,"Costilla County, Colorado",C1048,"Alamosa, CO MicroSA",,
08031,"Denver County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08035,"Douglas County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08037,"Eagle County, Colorado",C2078,"Edwards, CO MicroSA",CS233,"Edwards-Rifle, CO CSA"
08039,"Elbert County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08041,"El Paso County, Colorado",C1782,"Colorado Springs, CO MSA",,
08043,"Fremont County, Colorado",C1586,"Canon City, CO MicroSA",CS444,"Pueblo-Canon City, CO CSA"
08045,"Garfield County, Colorado",C4009,"Rifle, CO MicroSA",CS233,"Edwards-Rifle, CO CSA"
08047,"Gilpin County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08059,"Jefferson County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08065,"Lake County, Colorado",C1472,"Breckenridge, CO MicroSA",,
08067,"La Plata County, Colorado",C2042,"Durango, CO MicroSA",,
08069,"Larimer County, Colorado",C2266,"Fort Collins-Loveland, CO MSA",,
08075,"Logan County, Colorado",C4454,"Sterling, CO MicroSA",,
08077,"Mesa County, Colorado",C2430,"Grand Junction, CO MSA",,
08081,"Moffat County, Colorado",C4446,"Steamboat Springs, CO MicroSA",,
08085,"Montrose County, Colorado",C3394,"Montrose, CO MicroSA",,
08087,"Morgan County, Colorado",C2282,"Fort Morgan, CO MicroSA",,
08093,"Park County, Colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
08097,"Pitkin County, Colorado",C4009,"Rifle, CO MicroSA",CS233,"Edwards-Rifle, CO CSA"
08101,"Pueblo County, Colorado",C3938,"Pueblo, CO MSA",CS444,"Pueblo-Canon City, CO CSA"
08107,"Routt County, Colorado",C4446,"Steamboat Springs, CO MicroSA",,
08117,"Summit County, Colorado",C1472,"Breckenridge, CO MicroSA",,
08119,"Teller County, Colorado",C1782,"Colorado Springs, CO MSA",,
08123,"Weld County, Colorado",C2454,"Greeley, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA"
09110,"Capitol Planning Region, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09120,"Greater Bridgeport Planning Region, Connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA"
09130,"Lower Connecticut River Valley Planning Region, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09140,"Naugatuck Valley Planning Region, Connecticut",C4793,"Waterbury-Shelton, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09150,"Northeastern Connecticut Planning Region, Connecticut",C3948,"Putnam, CT MicroSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09160,"Northwest Hills Planning Region, Connecticut",C4586,"Torrington, CT MicroSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09170,"South Central Connecticut Planning Region, Connecticut",C3530,"New Haven, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09180,"Southeastern Connecticut Planning Region, Connecticut",C3598,"Norwich-New London-Willimantic, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA"
09190,"Western Connecticut Planning Region, Connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA"
10001,"Kent County, Delaware",C2010,"Dover, DE MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
10003,"New Castle County, Delaware",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
10005,"Sussex County, Delaware",C4258,"Seaford, DE MicroSA",,
11001,District of Columbia,C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
12001,"Alachua County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA"
12003,"Baker County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12005,"Bay County, Florida",C3746,"Panama City-Panama City Beach, FL MSA",,
12009,"Brevard County, Florida",C3734,"Palm Bay-Melbourne-Titusville, FL MSA",,
12011,"Broward County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12015,"Charlotte County, Florida",C3946,"Punta Gorda, FL MSA",CS412,"North Port-Bradenton, FL CSA"
12017,"Citrus County, Florida",C2614,"Homosassa Springs, FL MSA",,
12019,"Clay County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12021,"Collier County, Florida",C3494,"Naples-Marco Island, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA"
12023,"Columbia County, Florida",C2938,"Lake City, FL MicroSA",CS264,"Gainesville-Lake City, FL CSA"
12027,"DeSoto County, Florida",C1158,"Arcadia, FL MicroSA",CS412,"North Port-Bradenton, FL CSA"
12031,"Duval County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12033,"Escambia County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,
12035,"Flagler County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12039,"Gadsden County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12041,"Gilchrist County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA"
12043,"Glades County, Florida",C1750,"Clewiston, FL MicroSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA"
12051,"Hendry County, Florida",C1750,"Clewiston, FL MicroSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA"
12053,"Hernando County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12055,"Highlands County, Florida",C4270,"Sebring, FL MSA",,
12057,"Hillsborough County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12061,"Indian River County, Florida",C4268,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12065,"Jefferson County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12069,"Lake County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12071,"Lee County, Florida",C1598,"Cape Coral-Fort Myers, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA"
12073,"Leon County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12075,"Levy County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA"
12081,"Manatee County, Florida",C3584,"North Port-Bradenton-Sarasota, FL MSA",CS412,"North Port-Bradenton, FL CSA"
12083,"Marion County, Florida",C3610,"Ocala, FL MSA",,
12085,"Martin County, Florida",C3894,"Port St. Lucie, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12086,"Miami-Dade County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12087,"Monroe County, Florida",C2858,"Key West-Key Largo, FL MicroSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12089,"Nassau County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12091,"Okaloosa County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL MSA",,
12093,"Okeechobee County, Florida",C3638,"Okeechobee, FL MicroSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12095,"Orange County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12097,"Osceola County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12099,"Palm Beach County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12101,"Pasco County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12103,"Pinellas County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12105,"Polk County, Florida",C2946,"Lakeland-Winter Haven, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12107,"Putnam County, Florida",C3726,"Palatka, FL MicroSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12109,"St. Johns County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA"
12111,"St. Lucie County, Florida",C3894,"Port St. Lucie, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA"
12113,"Santa Rosa County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,
12115,"Sarasota County, Florida",C3584,"North Port-Bradenton-Sarasota, FL MSA",CS412,"North Port-Bradenton, FL CSA"
12117,"Seminole County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12119,"Sumter County, Florida",C4868,"Wildwood-The Villages, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12127,"Volusia County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA"
12129,"Wakulla County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12131,"Walton County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL MSA",,
12133,"Washington County, Florida",C3746,"Panama City-Panama City Beach, FL MSA",,
13003,"Atkinson County, Georgia",C2006,"Douglas, GA MicroSA",,
13009,"Baldwin County, Georgia",C3330,"Milledgeville, GA MicroSA",,
13013,"Barrow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CSA"
13015,"Bartow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CSA"
13017,"Ben Hill County, Georgia",C2234,"Fitzgerald, GA MicroSA",,
13021,"Bibb County, Georgia",C3142,"Macon-Bibb County, GA MSA",CS356,"Macon-Bibb County--Warner Robins, GA CSA"
13025,"Brantley County, Georgia",C1526,"Brunswick-St. Simons, GA MSA",,
13027,"Brooks County, Georgia",C4666,"Valdosta, GA MSA",,
13029,"Bryan County, Georgia",C4234,"Savannah, GA MSA",CS496,"Savannah-Hinesville-Statesboro, GA CSA"
13031,"Bulloch County, Georgia",C4434,"Statesboro, GA MicroSA",CS496,"Savannah-Hinesville-Statesboro, GA CSA"
13033,"Burke County, Georgia",C1226,"Augusta-Richmond County, GA-SC MSA",,
